time,Tank2OutFlow,Tank2.puddle,Tank3OutFlow,Tank2.level,wt3_valve
890.5,0.500995244,47.25933751,0.500031919,0.356801573,1
890.55,0.500284705,47.26041527,0.500081364,0.356836855,1
890.6,0.4989707,47.262032,0.500100814,0.356850734,1
890.65,0.499269165,47.26310975,0.50004501,0.356810914,1
890.7,0.500792955,47.26472613,0.499981158,0.356765352,1
890.75,0.500995244,47.26580365,0.500018683,0.356792128,1
890.8,0.499700041,47.26742008,0.500096571,0.356847706,1
890.85,0.4989707,47.26849774,0.500080675,0.356836364,1
890.9,0.499715295,47.27011402,0.499994291,0.356774723,1
890.95,0.500792955,47.27119138,0.499975793,0.356761524,1
891,0.500730835,47.27280746,0.500037067,0.356805246,1
891.05,0.499700041,47.27388492,0.500075162,0.356832429,1
891.1,0.499004756,47.2755011,0.500049336,0.356814001,1
891.15,0.499715295,47.27657843,0.499995462,0.356775559,1
891.2,0.5010293,47.27819424,0.499969816,0.356757259,1
891.25,0.500730835,47.27927145,0.50002177,0.356794331,1
891.3,0.499207045,47.2808874,0.500080236,0.35683605,1
891.35,0.499004756,47.28196469,0.500039364,0.356806886,1
891.4,0.500299959,47.28358038,0.499956794,0.356747967,1
891.45,0.5010293,47.28465739,0.499969781,0.356757234,1
891.5,0.500284705,47.28627302,0.500052097,0.356815971,1
891.55,0.499207045,47.28735019,0.500068066,0.356827366,1
891.6,0.499269165,47.28896582,0.500003255,0.35678112,1
891.65,0.500299959,47.29004276,0.499962962,0.356752368,1
891.7,0.500995244,47.29165808,0.499985713,0.356768602,1
891.75,0.500284705,47.29273502,0.500037676,0.356805681,1
891.8,0.4989707,47.29435051,0.50006065,0.356822074,1
891.85,0.499269165,47.29542744,0.500007035,0.356783817,1
891.9,0.500792955,47.29704259,0.499946246,0.35674044,1
891.95,0.500995244,47.2981193,0.499985674,0.356768575,1
892,0.499700041,47.29973452,0.500066224,0.356826052,1
892.05,0.4989707,47.30081139,0.500051983,0.35681589,1
892.1,0.499715295,47.30242647,0.499967912,0.356755901,1
892.15,0.500792955,47.30350305,0.499950852,0.356743727,1
892.2,0.500730835,47.30511794,0.500014137,0.356788885,1
892.25,0.499700041,47.30619462,0.500053482,0.35681696,1
892.3,0.499004756,47.30780962,0.500029405,0.356799779,1
892.35,0.499715295,47.30888618,0.499976618,0.356762112,1
